video_id,video_title,comment_date,comments,like_count,label_highlow
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-25T10:14:26Z,I wonder what YouTube is going to do with this info ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-22T11:43:53Z,Remember  there was only one perfect person Donald and they nailed him to a cross    But may God Bless you for what you have achieved for the American people,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-18T01:47:56Z,President Trump  You better elect me br   American people  We tried to   ,3.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-17T01:49:40Z,The greatest president in the history of the USA standing there ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-12T20:23:15Z,He made mistakes in Washington how presucude arres rasistas now accept u defeat  jaaahhaaaaaa,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-12T20:20:04Z,We win      Biden Biden   No more trump   he is worst presidet ever since Germany ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-09T19:19:44Z,Yes Andrew God is the Final Judge   He is not over yet   The wicked shall never prevail over God   We shall never be ashamed   God knows our name   President Trump is Gods Choice in the white house and I believe he will be in for   more years,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-09T19:01:04Z,Give us our President Trump back   America need a real president   A real human in the white house,15.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-09T18:59:27Z,We want our President Trump back in the white house   He is the only president USA has ever had   The United State need him for another   years  ,14.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-03T20:58:57Z,Trump is revealing the whole truth about the voting affair ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2021-01-01T09:19:44Z,We are more than conquerors in Jesus Christ    ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-28T11:34:09Z,He LOST the election in a LANDSLIDE  amp  will go down as the worst president in history   Take that Trump cultists ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-26T22:35:47Z,President Trump had     million votes  counting votes that flipped to Joe corrupt Biden and there foot soldiers throwing votes away and still president Trump got    million votes it was a land slide for president Trump,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-23T04:59:48Z,His best one of the year guy is on fire and just want him to over turn the election for more of these lol,15.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-23T03:11:06Z,WHAT ELSE DO YOU POSSIBLY  WANT TO HEAR FROM A PRESIDENT,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-23T02:21:54Z,Biden and his gang of thugs are going to have a Very Merry Christmas  while the rest of the nation can     t even afford to put a decent meal together for the holidays  We need to start working on Biden     s impeachment before he is even inaugurated  like they did to President Trump  br    br   The Biden administration does not deserve any information from the Trump administration    Don     t forget people  THEY KNOW IT ALL    therefore they can figure out how to run this country on their own  br    br   Democrats allowed Russia to take control of our power grid  now they     re crying about it    They want to look like saviors when all they have to do is tell their Russian friends to stop  what a bunch of B S  br    br   Biden For Prison    along with his two bitches Pelosi and Kamala ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-20T18:18:12Z,one year ago wearing a mask into a store or bank people would think your about to rob the place ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-19T20:54:50Z,I like old Bernie     s stance on stimulus for  quot people quot  who are struggling now ,4.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-19T14:46:05Z,Yeah folks    only inmates from Arkham Asylum can see Joe Biden as President of the Unite d States   It s time to do something about the weather       We  Real Americans  who Love our Country must show this socialist  aristocrat dominated government just how we feel    We need those with the resources  the experience  the knowledge to organize the American People    Glenn Beck  remember him  Did it once in       Afterwards he was frightened away   smirk  I m a Retired  Disabled Vet  If  whoever  calls  I WILL come    ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-19T13:23:13Z,We must not let the Biden     s get away with  stealing the Presidential election  and that is exactly what happen  Pray God     s power intervenes  come on prayer warriors ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-15T22:45:04Z,  k thumbs up  amp     k thumbs down I     m pretty sure this is how we all voted for Trump  Something smells fishy  ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-15T11:33:47Z,Watching this President Trump rally on December   th       The enthusiasm  the love from all these Pennsylvanians all the while the Democrat billionaires knew all along the elections are rigged favoring Hiden Biden   The biggest rip off our country has ever seen  TRUMP     ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-15T01:47:19Z,and you lost,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-14T22:29:15Z,For fair election   Trump won and every one knows it  Trump     ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-14T21:26:21Z,You help us in wv with money for ret and food thank you,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-14T17:54:57Z,I     m not American but I enjoy watching his speeches ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-14T10:13:45Z,he is an amazing president for people all,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-14T02:33:49Z,God bless our President ,3.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T23:36:36Z,I hope that if the thieves make it to the Oval Office  Trump runs again in   yrs  God bless DJ Trump,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T08:48:53Z,The background has been processed by the media  shamelessly,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T08:39:24Z,He looks so tired four solid years of hard work and attacks      keep praying for him he doesn     t deserve this most would have walked before now with the constant lies and hate  But he loves the people and his country and has well proven it  He will always be known as the best president ever no matter what the dems say or do ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T07:59:13Z,I was wondering      If Biden has already won the presidency why hasn     t Kamala retired from the senate         oh that     s right nobody has won anything yet ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T03:55:55Z,Too bad democrats lie and cheat,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T01:56:38Z,IF TRUMP FARTS IT IS NEWS ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-13T01:14:09Z,Super speech   Great message ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-12T00:24:13Z,Someone recommended decorating Biden     s basement like the Oval Office and tell him he won  He     ll never know the difference,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T17:25:16Z,   you know where Joe Diden  br      Was born he was born in br      Communist China so he     s not an br      That     s why everything is so  br      With Joe Biden I just said that do you see why thank you  ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T17:22:06Z,Watching from Europe  Your President is a great Guy   Let     s hope he stays there to rule the world ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T14:52:18Z,Why is this in my recommended videos to watch   months late I     d say    Good ole A I ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T12:33:19Z,Ps love the way FIRST LADY done with her garden not Jackie     s,4.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T03:55:25Z,lol hahaha yeah Hiding Biden loves his basement how could he have won the election   keep cleaning the swamp trump forever is Americas best president Obama is all mouth with no action and Biden is a puppet that doesnt even know where he is,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T01:29:32Z,Hunter where are you where are you hiding buddy can I come out wherever you are,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T01:07:42Z,Hey where     s Hunter,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-11T00:59:29Z,Thanks we love you TRUMP,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-10T07:21:20Z,Thank you President for fighting for us   We are praying for you  and all those who help you ,20.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-10T04:54:09Z,          views  Whewwe  Love This Man our POTUS ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-10T00:33:34Z,Never Concede Mr  President  You have got this ,42.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T18:30:14Z,I hope the camera person is getting minimum wage   That     s all he or she is worth ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T16:38:16Z,all of these issues should not slip back into prior disaster  so how   ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T16:34:57Z,whether now or      there is a need for replacing you to avoid slipping back to all the regs et al  so who do you think it could effectively be  i have identified Jim Jordan as a potential  one person said the skinny senator from ark  or the supreme court justice thomas  i disagree  so who is your best guess  Replacing yourself is an important responsibility,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T16:25:02Z,We appreciate your hard work you re doing for the America,29.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T16:24:42Z,God bless you Mr  Donald Trump we love you too,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T16:20:08Z,Love this President ,29.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T14:10:13Z, del  AND your speech up there was FANtastic  del  you remembered the history  the dates  the names  etc     ,7.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T11:40:19Z,Love from Germany ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T11:39:36Z,The king TRUMP,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T05:48:07Z,The good Ole days ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T03:40:59Z,Poor poor people of in about the Democratic party needs are far greater then they know   Nancy paloci cannot help you she is placing youineven deeper then before   Hilary Clinton can     t help even america     s greatest  Obama  wish be challenged  ,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-09T00:44:29Z,The divergent den formally poke because street thermodynamically puncture across a puzzled avenue  amused  careless pin,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-08T05:05:42Z,For Mr Trump    Biden is a corrupted criminal  He is a leader of demons ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-08T04:08:00Z,The available bladder spectacularly reduce because bath grossly escape lest a descriptive dress  striped  volatile theory,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-07T16:58:15Z,IN A HORSE RACE  YOU CHEAT  YOUR DISQUALIFIED   IN A MARATHON  YOU CHEAT YOU ARE DISQUALIFIED  IN AN ELECTION YOU CHEAT  YOU GET A PASS  GO PAST JAIL AND TO THE TOP   DEMOCRAPS ARE A DISCRACE TRUMP       WHO IN THEIR RIGHT MIND WOULD VOTE FOR LYIN BIDEN FOR SENATE AND HEELSUP HARRIS FOR PRESIDENT   COME ON MAN   YOU KNOW    THE THING  ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-06T00:00:19Z,how could this man loose  he loves you and me  he loves this country  he has done SO much for us  it is criminal what the news and the dems have done to this election  none of us will support Biden  he corruptly took this election  i cn     t stand to even see his pics  speeches  oh  what speeches he can     t even read the monitor ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-05T13:28:50Z,MR PRES I JUST WANT TO SAY BIDEN LOOK LUKE  HE IS GOING TO HAVE A HART ATTACT ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-05T03:00:29Z,This Trump guy is such a worthless piece of trash  thank God we longer have to put up with him   If only we didn     t have to deal with his followers either ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-05T01:29:39Z,Write  call  and email your state     s senators and representatives ask them to support Mo Brooks in his fight for electoral integrity ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-03T12:42:51Z,For the Republic,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-03T11:39:14Z,Such a great President     br   Chosen for such a time as this,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-12-02T21:13:52Z,Fox removed the audio ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-27T12:06:58Z,Better dump Trump  he is a LOSER   ,3.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-26T23:29:10Z,Hey FOX    why you s till covrring President Trump   because nobody will even try to clock you if you totally remove the President in your video     It     s  about money  isn     t  it ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-26T21:53:12Z,The MSM is the enemy of the people ,3.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-26T02:22:04Z,You know it must be true by the amount of adds YouTube put in the video,3.0,1
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-26T00:11:39Z,send in the army     to count the votes    corruption game over    ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-25T22:31:41Z,What an idiot,2.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-25T21:55:01Z,I love listening to this loser now ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-25T13:57:51Z,Orange Bloated Spraytan Clown,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-25T13:36:09Z,Sad to see Philly has fallen,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-25T02:08:59Z,How about the wall  who if anyone payed for it ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-23T16:26:07Z,The reason they want his name off of everything is  because he could never tell a lie   Lying is all they know therefore  you have evil v  Good   The same battle since the beginning of time ,1.0,0
xWrtgnCTmj4,Trump delivers remarks in Pennsylvania,2020-11-23T06:46:18Z,Two thumbs up for Trump for president,1.0,0
